,Date,Close,High,Low,Open,Volume
2,2004-01-02,0.32019588351249695,0.3272680159018213,0.3186909682540577,0.3242581602728874,144642400
3,2004-01-05,0.3335876762866974,0.33689749552439785,0.3223024437687812,0.3223024437687812,395018400
4,2004-01-06,0.33238348364830017,0.3373490652758644,0.3266663234465118,0.3347908504169193,509348000
5,2004-01-07,0.33990737795829773,0.3435188437662398,0.3299762362233882,0.3325344520075724,586874400
6,2004-01-08,0.35149335861206055,0.3570605760448226,0.34080978561436304,0.34366879328129263,460303200
7,2004-01-09,0.3460761606693268,0.36307940877288747,0.3429163356733913,0.34953680299375023,427459200
8,2004-01-12,0.35706058144569397,0.36112283337574597,0.34758108120416176,0.34983847936042645,487547200
9,2004-01-13,0.362928569316864,0.373762136140978,0.35901626171596557,0.37165558623912703,679016800
10,2004-01-14,0.36413270235061646,0.36924825459167093,0.357813052036299,0.3671417044868985,620043200
11,2004-01-15,0.34381961822509766,0.3520949952460473,0.3385532432032536,0.3447220702154656,1018208800
12,2004-01-16,0.34186309576034546,0.3466786596040006,0.34020818593488006,0.34442128636185354,372820000
13,2004-01-20,0.3420138359069824,0.3430671107584801,0.334790881128797,0.3411105553498365,315946400
14,2004-01-21,0.3402082920074463,0.3456254922588368,0.3375001062308601,0.3415623848957394,226660000
15,2004-01-22,0.3337376117706299,0.3435187566913816,0.3337376117706299,0.3394556515128638,205004800
16,2004-01-23,0.33945566415786743,0.3421638485792465,0.33479089911070187,0.3373491143417275,227169600
17,2004-01-26,0.3462270200252533,0.3469794777743945,0.33750000179154677,0.33795081348266215,271269600
18,2004-01-27,0.3471294045448303,0.34983844276613935,0.34306712792764904,0.3466785929414548,307070400
19,2004-01-28,0.3388541340827942,0.3517942542740388,0.3371992240589764,0.34366886980556915,275402400
20,2004-01-29,0.3412614166736603,0.3430671492930197,0.3338884918850229,0.34050895902410616,212699200
21,2004-01-30,0.33945566415786743,0.3441204040929784,0.3373491143417275,0.340809756368557,185298400
22,2004-02-02,0.3358441889286041,0.34321711306112057,0.3322335527090499,0.3379507386807517,287431200
23,2004-02-03,0.33494165539741516,0.3370482046360365,0.331029349028274,0.3355432898377138,180812800
24,2004-02-04,0.3278696537017822,0.33238357116871986,0.32651556133149107,0.3310294787984287,305552800
25,2004-02-05,0.3373490273952484,0.34472194985148197,0.32817034777884563,0.32832119585223296,352844800
26,2004-02-06,0.3417131304740906,0.3444213156364858,0.3370483892626087,0.3378008470739474,193340000
27,2004-02-09,0.34111058712005615,0.343969594654368,0.33855322559806017,0.3403589581827748,188260800
28,2004-02-10,0.345775306224823,0.34788185599599325,0.3376499244363398,0.3403589374976913,255343200
29,2004-02-11,0.3581139147281647,0.3591671899139273,0.3468286799546431,0.3474303147185013,348544000
30,2004-02-12,0.35706058144569397,0.3609728641702548,0.35510485443235706,0.35525482363784816,183988000
31,2004-02-13,0.3460761606693268,0.3626277684312182,0.34351879902824184,0.35886630877830683,315980000
32,2004-02-17,0.34848344326019287,0.35344899971753907,0.34758099149416316,0.34758099149416316,170956800
33,2004-02-18,0.3499884307384491,0.35269661529524093,0.3468286058562437,0.34878516146780597,141635200
34,2004-02-19,0.33810165524482727,0.35570654082874426,0.3371992031146328,0.3510417746323265,323080800
35,2004-02-20,0.33704817295074463,0.33870308185477893,0.334189166581732,0.33855308760759306,277603200
36,2004-02-23,0.3338885009288788,0.33795077790908123,0.3293745836071401,0.3361458739386853,194079200
37,2004-02-24,0.3364466428756714,0.34216382868869955,0.3310294205379674,0.33313599534370336,259056000
38,2004-02-25,0.34321704506874084,0.3445719656676601,0.3341892132616299,0.3352424879290467,276276000
39,2004-02-26,0.34667864441871643,0.3487851945399316,0.34306717886865506,0.34427044825339326,198408000
40,2004-02-27,0.35991960763931274,0.36142452307940176,0.345323725893836,0.3454745489170167,468837600
41,2004-03-01,0.36142444610595703,0.36563754548258853,0.35916707342658166,0.3626277152434214,321680800
42,2004-03-02,0.35826465487480164,0.3626277489502968,0.3576621664402609,0.3611228085787733,256687200
43,2004-03-03,0.35991960763931274,0.3639818848900376,0.3551048726685434,0.3551048726685434,225131200
44,2004-03-04,0.37857773900032043,0.3794801658676828,0.3597687583539449,0.36006955056836126,660223200
45,2004-03-05,0.402351438999176,0.4136366721278647,0.3746654457106146,0.3754179034047768,1540599200
46,2004-03-08,0.39121705293655396,0.4031038955970261,0.3882072221680909,0.4005457051834122,522872000
47,2004-03-09,0.4077686071395874,0.4097243339215755,0.38745468801426153,0.3897120859034918,618363200
48,2004-03-10,0.4164956510066986,0.42341693539642716,0.40536041297021946,0.406865328254193,1006964000
49,2004-03-11,0.4085202217102051,0.4219120034457894,0.40761776979417635,0.4103259542400733,595851200
50,2004-03-12,0.41468989849090576,0.4179997175192883,0.4088218893421885,0.41107843346193956,329224000
51,2004-03-15,0.39798757433891296,0.41153018254025775,0.39512939485813103,0.4067154470275459,481717600
52,2004-03-16,0.3885081112384796,0.4003957847917595,0.38203846554796334,0.3994925039152816,605432800
53,2004-03-17,0.39407607913017273,0.396934258316917,0.3879064229848231,0.39061460784486374,411432000
54,2004-03-18,0.38625138998031616,0.3921193982043528,0.38504726714908377,0.39031366597441697,321081600
55,2004-03-19,0.3891105055809021,0.4053604427914741,0.38429491694542994,0.3845965880947485,408576000
56,2004-03-22,0.3891105055809021,0.3937744173877816,0.3799318475899645,0.38173758032400684,419031200
57,2004-03-23,0.380533367395401,0.3912169633730075,0.37948009260715093,0.38941123106490605,385515200
58,2004-03-24,0.383693128824234,0.3874545871088021,0.3802324877587226,0.3802324877587226,428215200
59,2004-03-25,0.40430712699890137,0.40490961542684284,0.389561277971555,0.3933235660790155,566445600
60,2004-03-26,0.40686535835266113,0.41168009318014137,0.40490965640915033,0.4062637487857601,419893600
61,2004-03-29,0.4199562966823578,0.421159565961235,0.4092726988820887,0.41183091425853463,350728000
62,2004-03-30,0.42010629177093506,0.42055793210027526,0.4113792495794629,0.4173981071905978,359676800
63,2004-03-31,0.40686535835266113,0.421009599305585,0.4055112659760514,0.4201063185892419,390773600
64,2004-04-01,0.4079186022281647,0.4103259694580017,0.400545677531483,0.4046088081608851,318332000
65,2004-04-02,0.4137866497039795,0.42025714815836535,0.40972439762289076,0.4175489633629341,274478400
66,2004-04-05,0.426125168800354,0.4268776265286026,0.4128842331374061,0.4134858678408295,385672000
67,2004-04-06,0.4187523126602173,0.42356787717973166,0.41273345342231843,0.4169465795526589,257992000
68,2004-04-07,0.4109283983707428,0.41679640693700215,0.40505953599470973,0.41544231485999783,255119200
69,2004-04-08,0.414238303899765,0.42131041173782524,0.40927272099937184,0.41950467902407634,240917600
70,2004-04-12,0.4219121038913727,0.42281538472025837,0.41363672558196674,0.4137866948093814,230540800
71,2004-04-13,0.40521031618118286,0.42176194424949853,0.40385622424719947,0.4210094616857618,436396800
72,2004-04-14,0.40084660053253174,0.40731710009773975,0.3958810417565009,0.40235151620964654,639732800
73,2004-04-15,0.4408709406852722,0.445084040247924,0.4237177502490714,0.4336488645604047,1761446400
74,2004-04-16,0.43906524777412415,0.44102177820790434,0.4288341445259743,0.4386144361616996,402931200
75,2004-04-19,0.4265768826007843,0.4325956912984344,0.41875229066629427,0.42311623961725736,712353600
76,2004-04-20,0.41724810004234314,0.42747920340837003,0.41468990985192317,0.4244702267123869,354519200
77,2004-04-21,0.41724810004234314,0.4231161344638782,0.41183090235048203,0.4152915444739656,325875200
78,2004-04-22,0.4179997146129608,0.4240185467201213,0.4079185807877564,0.41468989560759123,344584800
79,2004-04-23,0.4167965054512024,0.4213104230073689,0.4070162126298554,0.4167965054512024,315828800
80,2004-04-26,0.40821945667266846,0.4158932244958429,0.40626375470068393,0.4149907724642656,231128800
81,2004-04-27,0.40536031126976013,0.4128840822162085,0.4015988527013786,0.4098750811010304,283864000
82,2004-04-28,0.39798757433891296,0.40641377583517013,0.3963326643872976,0.40355562146644947,231168000
83,2004-04-29,0.40280306339263916,0.40626373080237993,0.39091622117090036,0.39798750008041633,460790400
84,2004-04-30,0.38790637254714966,0.40566207736129667,0.3835432784730569,0.4018997641017804,466502400
85,2004-05-03,0.3922702968120575,0.39618257928160905,0.3873047393967741,0.3912170218663257,297634400
86,2004-05-04,0.3933236002922058,0.39949242740852187,0.383693276964309,0.3907654098961731,279983200
87,2004-05-05,0.4009973406791687,0.40250228115722164,0.3906145848308426,0.3942260502300768,238106400
88,2004-05-06,0.3999440670013428,0.4025022825045785,0.3897121341345208,0.397235882291796,263558400
89,2004-05-07,0.40129804611206055,0.41483981964833083,0.3994923139159663,0.3994923139159663,419036800
90,2004-05-10,0.39543020725250244,0.40024494270448163,0.3903138257240137,0.39527938421424763,249978400
91,2004-05-11,0.4083702266216278,0.40912268418617326,0.39723581842892186,0.39723581842892186,305172000
92,2004-05-12,0.41077765822410583,0.4113792677792177,0.3948276848489585,0.4031038906630324,245420000
93,2004-05-13,0.40912267565727234,0.41709723401924503,0.4047587282409331,0.4077685835484223,229852000
94,2004-05-14,0.40716612339019775,0.4110784308087477,0.39798746657453526,0.41002513079485975,257801600
95,2004-05-17,0.40084660053253174,0.40716625193874184,0.39663349959505834,0.40174988141802465,300445600
96,2004-05-18,0.40716612339019775,0.4106267653965364,0.4032538410837024,0.405812031187526,206063200
97,2004-05-19,0.3982892334461212,0.4137867156781669,0.39753677561677,0.4122826538295765,375592000
98,2004-05-20,0.4018997550010681,0.4062637027862279,0.3982891186382276,0.40069648577939165,196296800
99,2004-05-21,0.4079186022281647,0.4092726945013329,0.4022005871211507,0.40475877735815824,179894400
100,2004-05-24,0.41137927770614624,0.4198055031534572,0.40791863523958277,0.4106268200050831,235603200
101,2004-05-25,0.4274791479110718,0.4289840629686293,0.41062672598707556,0.41378655038931506,319978400
102,2004-05-26,0.4289841651916504,0.4330472961877712,0.4213104224858741,0.42627598040088616,322168000
103,2004-05-27,0.4238685965538025,0.43033821544139617,0.4186021966988531,0.4282316655442387,235972800
104,2004-05-28,0.4222128093242645,0.4253726592915563,0.41830138064226974,0.42251450556130693,145717600
105,2004-06-01,0.4222128093242645,0.42431935922775527,0.4154423731021269,0.4181505576358042,182134400
106,2004-06-02,0.4351537227630615,0.4389151564257325,0.41830130160722456,0.4217619682357414,318712800
107,2004-06-03,0.4273291230201721,0.43620693541340033,0.425674188779211,0.4321438561393413,250930400
108,2004-06-04,0.4330471456050873,0.4401183973547163,0.428984016021831,0.429736473468263,399112000
109,2004-06-07,0.4485447108745575,0.45110292622674586,0.43349806925837026,0.4369587114491035,295876000
110,2004-06-08,0.45667001605033875,0.4580241080218772,0.44884630658264935,0.45125364816418495,415620800
111,2004-06-09,0.454413503408432,0.4620872438130041,0.45140362325458944,0.45275771524390596,349204800
112,2004-06-10,0.4625389575958252,0.4659995997950958,0.45441360034105915,0.45441360034105915,257577600
113,2004-06-14,0.4532094895839691,0.4616356894975174,0.44388086280511174,0.4611840742719575,243986400
114,2004-06-15,0.46178650856018066,0.4685569700771906,0.45531603566852663,0.4595291355892706,444634400
115,2004-06-16,0.49263235926628113,0.5013594016977544,0.4593791745325149,0.46133490151701995,909641600
116,2004-06-17,0.4936855733394623,0.4985003076427167,0.4846577393464066,0.4899241390707132,551320000
117,2004-06-18,0.49519050121307373,0.5027134194037381,0.48796752138444766,0.49142816319588356,406252000
118,2004-06-21,0.48646268248558044,0.504067540282715,0.4833028825750205,0.4983503787094759,390213600
119,2004-06-22,0.49654456973075867,0.4978986115686827,0.4858609485986605,0.48601177158231357,360511200
120,2004-06-23,0.5070770978927612,0.5090328236463837,0.4948885669973744,0.49654435453320966,390868800
121,2004-06-24,0.49925264716148376,0.5070772603008507,0.4962436712202241,0.5042182535165171,252515200
122,2004-06-25,0.5070770978927612,0.5070770978927612,0.49654435453320966,0.49759760375712386,323428000
123,2004-06-28,0.48887088894844055,0.5144503321176132,0.48465778882849453,0.5142995090999439,521096800
124,2004-06-29,0.4890209138393402,0.49639381401949384,0.4726201284195206,0.4825512441553711,590553600
125,2004-06-30,0.4896226227283478,0.49609309697883547,0.4798423285295446,0.4899242688127712,373044000
126,2004-07-01,0.48601192235946655,0.48872010732369175,0.47999311411927176,0.48300209133435457,341941600
127,2004-07-02,0.46765464544296265,0.4691595610858581,0.44734159905603876,0.4586268089816723,910683200
128,2004-07-06,0.4656986892223358,0.4727699410213946,0.46344131686726037,0.4705134224760027,348980800
129,2004-07-07,0.45727255940437317,0.47186758429637515,0.45336025218267073,0.4641938430688065,397992000
