Date,Open,High,Low,Close,Volume
2004-01-02,0.3242581602728874,0.3272680159018213,0.3186909682540577,0.3201958835124969,144642400
2004-01-05,0.3223024437687812,0.3368974955243978,0.3223024437687812,0.3335876762866974,395018400
2004-01-06,0.3347908504169193,0.3373490652758644,0.3266663234465118,0.3323834836483001,509348000
2004-01-07,0.3325344520075724,0.3435188437662398,0.3299762362233882,0.3399073779582977,586874400
2004-01-08,0.3436687932812926,0.3570605760448226,0.340809785614363,0.3514933586120605,460303200
2004-01-09,0.3495368029937502,0.3630794087728874,0.3429163356733913,0.3460761606693268,427459200
2004-01-12,0.3498384793604264,0.3611228333757459,0.3475810812041617,0.3570605814456939,487547200
2004-01-13,0.371655586239127,0.373762136140978,0.3590162617159655,0.362928569316864,679016800
2004-01-14,0.3671417044868985,0.3692482545916709,0.357813052036299,0.3641327023506164,620043200
2004-01-15,0.3447220702154656,0.3520949952460473,0.3385532432032536,0.3438196182250976,1018208800
2004-01-16,0.3444212863618535,0.3466786596040006,0.34020818593488,0.3418630957603454,372820000
2004-01-20,0.3411105553498365,0.3430671107584801,0.334790881128797,0.3420138359069824,315946400
2004-01-21,0.3415623848957394,0.3456254922588368,0.3375001062308601,0.3402082920074463,226660000
2004-01-22,0.3394556515128638,0.3435187566913816,0.3337376117706299,0.3337376117706299,205004800
2004-01-23,0.3373491143417275,0.3421638485792465,0.3347908991107018,0.3394556641578674,227169600
2004-01-26,0.3379508134826621,0.3469794777743945,0.3375000017915467,0.3462270200252533,271269600
2004-01-27,0.3466785929414548,0.3498384427661393,0.343067127927649,0.3471294045448303,307070400
2004-01-28,0.3436688698055691,0.3517942542740388,0.3371992240589764,0.3388541340827942,275402400
2004-01-29,0.3405089590241061,0.3430671492930197,0.3338884918850229,0.3412614166736603,212699200
2004-01-30,0.340809756368557,0.3441204040929784,0.3373491143417275,0.3394556641578674,185298400
2004-02-02,0.3379507386807517,0.3432171130611205,0.3322335527090499,0.3358441889286041,287431200
2004-02-03,0.3355432898377138,0.3370482046360365,0.331029349028274,0.3349416553974151,180812800
2004-02-04,0.3310294787984287,0.3323835711687198,0.326515561331491,0.3278696537017822,305552800
2004-02-05,0.3283211958522329,0.3447219498514819,0.3281703477788456,0.3373490273952484,352844800
2004-02-06,0.3378008470739474,0.3444213156364858,0.3370483892626087,0.3417131304740906,193340000
2004-02-09,0.3403589581827748,0.343969594654368,0.3385532255980601,0.3411105871200561,188260800
2004-02-10,0.3403589374976913,0.3478818559959932,0.3376499244363398,0.345775306224823,255343200
2004-02-11,0.3474303147185013,0.3591671899139273,0.3468286799546431,0.3581139147281647,348544000
2004-02-12,0.3552548236378481,0.3609728641702548,0.355104854432357,0.3570605814456939,183988000
2004-02-13,0.3588663087783068,0.3626277684312182,0.3435187990282418,0.3460761606693268,315980000
2004-02-17,0.3475809914941631,0.353448999717539,0.3475809914941631,0.3484834432601928,170956800
2004-02-18,0.3487851614678059,0.3526966152952409,0.3468286058562437,0.3499884307384491,141635200
2004-02-19,0.3510417746323265,0.3557065408287442,0.3371992031146328,0.3381016552448272,323080800
2004-02-20,0.338553087607593,0.3387030818547789,0.334189166581732,0.3370481729507446,277603200
2004-02-23,0.3361458739386853,0.3379507779090812,0.3293745836071401,0.3338885009288788,194079200
2004-02-24,0.3331359953437033,0.3421638286886995,0.3310294205379674,0.3364466428756714,259056000
2004-02-25,0.3352424879290467,0.3445719656676601,0.3341892132616299,0.3432170450687408,276276000
2004-02-26,0.3442704482533932,0.3487851945399316,0.343067178868655,0.3466786444187164,198408000
2004-02-27,0.3454745489170167,0.3614245230794017,0.345323725893836,0.3599196076393127,468837600
2004-03-01,0.3626277152434214,0.3656375454825885,0.3591670734265816,0.361424446105957,321680800
2004-03-02,0.3611228085787733,0.3626277489502968,0.3576621664402609,0.3582646548748016,256687200
2004-03-03,0.3551048726685434,0.3639818848900376,0.3551048726685434,0.3599196076393127,225131200
2004-03-04,0.3600695505683612,0.3794801658676828,0.3597687583539449,0.3785777390003204,660223200
2004-03-05,0.3754179034047768,0.4136366721278647,0.3746654457106146,0.402351438999176,1540599200
2004-03-08,0.4005457051834122,0.4031038955970261,0.3882072221680909,0.3912170529365539,522872000
2004-03-09,0.3897120859034918,0.4097243339215755,0.3874546880142615,0.4077686071395874,618363200
2004-03-10,0.406865328254193,0.4234169353964271,0.4053604129702194,0.4164956510066986,1006964000
2004-03-11,0.4103259542400733,0.4219120034457894,0.4076177697941763,0.4085202217102051,595851200
2004-03-12,0.4110784334619395,0.4179997175192883,0.4088218893421885,0.4146898984909057,329224000
2004-03-15,0.4067154470275459,0.4115301825402577,0.395129394858131,0.3979875743389129,481717600
2004-03-16,0.3994925039152816,0.4003957847917595,0.3820384655479633,0.3885081112384796,605432800
2004-03-17,0.3906146078448637,0.396934258316917,0.3879064229848231,0.3940760791301727,411432000
2004-03-18,0.3903136659744169,0.3921193982043528,0.3850472671490837,0.3862513899803161,321081600
